id,idade,tempo_cliente,mensalidade,suporte_ligacoes,tem_servico_extra,pagamento_em_dia,churn
4788,45,24,129.13,3,0,1,0
4789,29,39,123.98,0,0,1,0
4790,44,54,61.14,6,0,1,0
4791,71,39,122.06,9,0,1,0
4792,70,17,111.66,8,0,1,0
4793,59,19,153.77,3,0,1,0
4794,64,48,191.37,3,0,1,0
4795,47,35,72.01,8,0,1,0
4796,58,32,105.85,3,1,0,0
4797,51,47,122.17,9,1,1,1
4798,54,47,123.73,3,0,1,0
4799,23,64,168.47,7,0,0,0
4800,24,46,122.08,3,0,1,0
4801,49,35,63.8,8,1,1,1
4802,49,17,159.41,7,1,1,0
4803,70,42,183.88,4,0,1,0
4804,42,29,131.95,8,0,1,0
4805,50,70,141.36,7,1,0,1
4806,72,17,82.81,9,0,1,0
4807,24,14,90.89,3,0,1,0
4808,69,24,92.92,3,0,0,1
4809,74,57,120.3,0,0,1,1
4810,29,50,189.94,3,0,1,0
4811,33,57,133.05,7,0,1,1
4812,33,61,86.89,4,1,1,0
4813,60,39,97.25,5,0,1,1
4814,70,55,113.76,3,1,1,0
4815,53,36,147.26,4,0,1,0
4816,30,37,121.6,9,0,1,0
4817,24,14,114.94,7,0,0,1
4818,53,27,139.06,8,0,1,1
4819,64,31,93.86,2,1,1,1
4820,68,44,71.05,9,0,1,1
4821,26,68,63.42,3,1,1,0
4822,49,48,95.18,0,0,1,0
4823,28,57,72.82,4,1,1,0
4824,25,22,107.09,3,0,1,0
4825,50,4,168.21,5,1,1,0
4826,40,46,160.28,5,0,1,1
4827,42,59,145.53,9,1,1,1
4828,73,34,179.35,5,1,1,0
4829,25,11,99.49,2,0,1,1
4830,62,31,183.91,6,1,1,0
4831,39,11,115.89,2,0,1,0
4832,21,56,116.13,5,1,0,1
4833,57,38,116.75,9,1,1,0
4834,20,21,73.73,0,0,1,0
4835,46,10,196.57,7,0,1,1
4836,58,26,79.39,6,1,1,0
4837,46,8,107.72,8,1,1,0
4838,51,8,104.7,2,0,1,1
4839,51,60,70.46,7,0,1,0
4840,45,34,81.32,1,0,1,0
4841,30,16,66.28,8,1,1,0
4842,32,13,100.94,0,0,1,1
4843,40,22,181.33,9,1,1,1
4844,61,27,107.52,6,0,1,0
4845,43,64,77.32,9,0,1,0
4846,21,2,150.4,0,0,1,1
4847,43,26,199.52,5,1,1,0
4848,57,69,92.53,0,0,1,0
4849,26,30,99.14,3,0,1,0
4850,72,8,196.06,6,1,1,0
4851,22,38,85.03,1,1,1,0
4852,73,61,131.57,2,1,1,0
4853,49,65,93.55,3,1,1,0
4854,37,67,190.53,5,1,1,0
4855,67,46,197.41,8,1,1,1
4856,28,43,174.06,3,0,1,1
4857,32,59,104.07,5,0,1,0
4858,49,46,116.49,6,0,1,0
4859,45,35,93.92,3,1,1,0
4860,39,39,184.71,5,0,1,0
4861,58,51,188.04,2,1,1,0
4862,34,4,118.64,4,0,1,0
4863,43,51,151.91,9,1,1,0
4864,61,5,83.18,3,0,0,0
4865,24,55,120.89,6,1,1,0
4866,59,20,148.41,5,0,1,1
4867,74,24,113.96,6,1,1,0
4868,43,36,110.06,5,0,1,0
4869,42,34,60.14,1,0,1,0
4870,27,54,172.6,6,0,0,0
4871,62,34,184.51,7,0,1,0
4872,36,17,195.72,6,0,0,0
4873,28,5,160.7,3,1,1,0
4874,30,18,136.83,3,0,1,1
4875,70,55,97.7,4,0,1,0
4876,25,53,199.9,8,0,1,1
4877,57,50,142.57,4,0,1,0
4878,21,45,155.36,1,1,1,0
4879,64,13,155.54,4,0,1,0
4880,48,16,178.34,2,1,1,0
4881,45,13,61.35,9,1,1,0
4882,28,20,90.83,7,1,1,1
4883,60,66,153.17,9,0,0,1
4884,18,47,185.32,9,1,1,1
4885,66,19,155.95,1,0,1,0
4886,64,45,117.89,3,0,1,0
4887,69,37,110.62,4,0,1,1
4888,55,54,163.31,3,0,1,1
4889,41,6,163.77,4,1,1,0
4890,71,14,144.99,9,0,1,1
4891,74,4,100.81,3,1,1,0
4892,64,55,189.52,2,0,0,0
4893,48,34,137.26,0,1,0,0
4894,58,27,170.67,3,0,1,0
4895,63,7,90.0,8,1,1,0
4896,67,3,108.17,0,1,0,0
4897,43,47,182.44,6,0,1,1
4898,66,2,67.01,2,1,0,0
4899,67,25,131.72,7,1,1,0
4900,22,60,127.44,5,0,1,0
4901,37,24,165.17,0,0,1,1
4902,69,15,99.47,9,1,1,0
4903,58,14,90.67,4,0,0,0
4904,28,54,189.66,7,0,1,1
4905,73,6,140.04,2,0,1,1
4906,71,18,74.66,3,1,1,0
4907,50,20,87.03,6,0,1,1
4908,67,62,199.84,5,1,1,0
4909,55,40,87.39,6,1,1,0
4910,44,39,145.47,8,0,1,0
4911,51,52,118.82,8,0,1,0
4912,32,32,183.98,1,1,1,0
4913,49,27,165.72,2,1,1,0
4914,38,52,143.57,3,0,1,0
4915,63,63,61.5,5,1,1,0
4916,22,63,183.17,4,0,1,1
4917,23,17,122.25,5,0,1,1
4918,55,49,190.42,7,0,1,0
4919,39,23,129.38,1,0,1,0
4920,35,13,157.19,5,0,1,1
4921,31,23,69.7,8,1,1,0
4922,27,57,164.32,4,1,1,1
4923,63,62,107.32,0,1,1,1
4924,30,54,109.19,7,0,1,0
4925,48,20,76.61,3,0,1,1
4926,47,52,80.56,7,0,1,1
4927,20,23,86.01,3,0,1,0
4928,47,35,105.95,7,0,1,1
4929,23,67,184.88,8,0,1,0
4930,46,34,111.56,4,1,1,1
4931,25,33,161.41,4,0,1,1
4932,61,46,71.58,1,1,1,0
4933,62,45,142.75,8,1,1,1
4934,60,19,127.46,3,0,1,0
4935,61,15,196.91,2,1,1,0
4936,50,66,178.47,1,0,1,1
4937,34,39,123.68,2,0,1,0
4938,65,18,168.52,3,0,1,0
4939,28,70,87.03,8,0,1,0
4940,30,59,138.73,5,0,1,1
4941,67,32,70.45,9,0,1,1
4942,28,21,108.73,4,1,1,0
4943,48,40,91.62,8,1,1,1
4944,45,27,160.65,7,1,1,0
4945,61,2,128.61,5,1,1,0
4946,23,39,165.15,2,0,1,0
4947,58,56,132.14,6,0,1,0
4948,33,13,72.11,9,0,0,1
4949,21,56,162.95,5,0,1,0
4950,52,66,176.65,7,0,1,1
4951,65,56,186.49,5,1,1,0
4952,73,28,140.08,9,0,0,0
4953,43,64,165.5,3,0,1,0
4954,74,71,165.29,9,0,1,0
4955,29,64,81.8,6,1,1,0
4956,28,56,82.99,6,1,1,0
4957,54,41,69.92,7,0,1,1
4958,42,41,104.79,1,0,1,0
4959,35,4,126.29,5,0,1,1
4960,36,57,199.71,2,0,1,1
4961,40,30,120.34,7,1,1,0
4962,72,46,161.67,3,1,1,0
4963,55,56,157.08,3,1,1,1
4964,71,31,88.63,1,0,0,0
4965,35,7,68.19,5,1,1,1
4966,43,54,136.44,5,0,1,1
4967,23,8,158.04,0,0,1,0
4968,21,55,199.76,7,0,1,0
4969,61,69,110.21,2,1,1,1
4970,68,44,185.49,0,1,1,0
4971,46,13,113.47,9,0,1,0
4972,51,20,156.52,0,1,1,1
4973,34,32,143.76,0,0,1,0
4974,60,60,67.42,4,1,0,0
4975,60,50,70.97,4,1,1,1
4976,70,27,62.91,0,0,1,0
4977,33,25,111.92,4,0,1,0
4978,19,52,164.41,6,0,1,1
4979,51,68,84.19,4,1,1,0
4980,72,21,144.82,8,0,1,0
4981,25,18,100.44,3,0,1,0
4982,30,39,171.58,8,0,1,0
4983,59,15,171.78,7,0,0,0
4984,25,53,168.56,0,1,1,0
4985,47,38,133.48,3,1,1,0
4986,49,48,99.84,6,1,1,1
4987,53,52,173.32,0,0,1,0
4988,64,28,86.05,7,1,1,0
4989,47,16,100.57,1,0,1,0
4990,18,16,85.75,7,0,1,0
4991,60,35,154.39,3,0,1,0
4992,56,17,156.07,7,1,1,0
4993,34,52,151.35,0,1,1,0
4994,37,12,118.18,4,0,0,0
4995,41,48,74.02,8,1,1,0
4996,67,22,187.56,6,1,1,0
4997,39,49,131.08,2,0,1,0
4998,46,52,116.98,3,0,1,1
4999,39,1,142.44,9,0,1,0
5000,61,66,86.99,6,0,1,1
5001,26,64,78.56,5,1,1,0
5002,54,8,116.77,3,1,1,0
5003,27,25,91.81,2,0,0,0
5004,53,66,94.2,1,0,1,0
5005,54,70,184.95,9,0,1,0
5006,45,51,134.31,8,0,1,0
5007,45,53,127.69,2,1,1,0
5008,59,15,156.53,6,0,1,0
5009,60,50,193.22,0,0,1,0
5010,38,71,75.71,7,0,1,1
5011,41,38,176.69,0,1,1,0
5012,59,40,141.76,1,0,1,1
5013,57,66,80.46,0,0,1,1
5014,19,39,101.6,3,0,1,0
5015,72,17,127.53,1,0,1,0
5016,25,7,156.76,0,1,0,0
5017,65,39,93.96,0,0,1,0
5018,44,68,134.88,1,1,1,0
5019,39,35,155.85,5,0,1,0
5020,54,51,122.82,1,0,1,0
5021,44,47,180.82,1,0,1,0
5022,74,36,181.72,7,1,1,1
5023,46,64,125.9,4,1,1,0
5024,20,13,196.21,7,0,1,1
5025,61,18,70.58,7,0,1,1
5026,30,21,60.47,1,0,1,1
5027,62,65,113.29,6,1,1,0
5028,27,8,144.15,8,0,1,0
5029,53,48,148.09,7,0,1,0
5030,26,43,126.7,8,1,1,0
5031,71,53,77.48,7,0,1,0
5032,73,27,83.87,3,1,1,0
5033,72,19,179.3,9,1,1,0
5034,44,23,181.51,6,1,1,0
5035,51,50,154.35,8,1,0,1
5036,68,51,152.99,8,0,1,1
5037,18,43,143.68,3,0,1,0
5038,49,51,88.41,6,0,1,0
5039,42,69,119.96,5,1,1,0
5040,46,41,157.43,2,0,1,0
5041,24,11,135.22,9,0,0,0
5042,66,52,62.6,5,1,0,0
5043,20,23,193.5,7,1,1,1
5044,37,49,178.27,1,0,1,0
5045,37,38,96.48,2,0,1,1
5046,70,47,146.3,7,0,1,1
5047,47,7,189.25,3,0,1,0
5048,52,66,73.44,3,0,1,0
5049,52,62,130.42,1,0,1,1
5050,66,29,123.87,9,0,0,1
5051,56,38,117.43,0,0,1,0
5052,44,33,176.98,6,0,1,0
5053,43,29,113.29,3,1,1,0
5054,31,23,68.91,5,0,1,0
5055,34,3,69.22,7,0,1,0
5056,35,45,65.98,6,0,1,1
5057,62,8,117.28,6,1,1,0
5058,69,29,160.58,5,1,1,1
5059,46,2,88.52,3,0,1,1
5060,37,50,150.51,3,1,1,0
5061,70,65,156.19,8,0,1,1
5062,44,20,95.73,4,0,1,0
5063,35,52,144.08,8,0,1,1
5064,21,37,155.88,8,0,1,0
5065,18,27,125.33,3,1,1,0
5066,67,47,107.14,1,0,1,0
5067,18,6,146.68,1,1,1,0
5068,43,60,196.9,8,0,1,1
5069,62,45,119.76,8,0,1,0
5070,37,44,114.84,2,0,1,1
5071,69,18,125.0,4,0,1,0
5072,40,65,70.67,4,1,1,0
5073,27,25,137.44,1,1,0,0
5074,28,27,106.02,1,0,0,1
5075,58,7,77.0,9,0,1,0
5076,58,44,125.28,0,0,1,0
5077,22,29,60.47,1,1,1,0
5078,18,44,116.25,6,0,1,1
5079,34,36,74.8,0,0,1,0
5080,39,19,63.4,0,0,1,1
5081,51,6,175.43,8,0,1,1
5082,73,25,188.27,1,1,1,0
5083,62,31,89.07,3,0,1,1
5084,58,9,135.5,2,1,1,0
5085,46,37,98.91,3,1,1,0
5086,21,27,129.1,6,1,1,1
5087,22,13,121.13,9,1,1,0
5088,28,41,97.67,1,1,1,0
5089,73,66,158.06,1,0,0,1
5090,68,24,77.71,8,0,1,0
5091,38,44,67.43,5,0,1,0
5092,52,60,167.47,6,0,1,0
5093,29,9,153.23,4,0,0,0
5094,43,2,129.79,4,0,1,1
5095,68,56,125.49,3,0,1,0
5096,36,30,129.64,7,0,1,1
5097,62,22,121.18,6,1,1,0
5098,24,13,115.0,9,1,1,1
5099,64,71,129.96,1,1,1,0
5100,72,16,133.99,1,0,1,1
5101,24,45,156.87,5,0,1,0
5102,43,65,159.57,0,0,1,1
5103,57,11,112.87,6,0,1,1
5104,22,70,117.9,7,0,1,1
5105,38,20,112.32,9,1,1,0
5106,31,63,135.12,7,1,1,0
5107,21,12,123.47,2,0,1,0
5108,40,62,184.54,6,1,1,1
5109,59,42,157.49,0,1,1,0
5110,37,69,185.81,2,1,1,0
5111,32,58,159.28,5,0,1,0
5112,67,5,195.94,8,1,1,1
5113,69,27,149.0,4,0,1,1
5114,62,28,194.9,4,0,1,0
5115,46,26,82.14,8,1,1,1
5116,25,49,67.35,8,0,1,1
5117,58,21,141.08,5,1,1,0
5118,65,1,197.69,4,1,1,0
5119,36,58,118.46,9,0,1,1
5120,65,55,89.69,1,0,1,1
5121,56,26,133.02,7,0,1,0
5122,63,25,150.83,7,0,0,0
5123,45,33,104.13,6,0,0,0
5124,63,69,160.07,7,0,0,0
5125,74,6,196.52,2,0,1,0
5126,44,23,185.57,2,1,1,0
5127,21,30,100.82,1,0,1,1
5128,32,54,105.74,0,1,0,0
5129,52,11,112.02,2,0,1,1
5130,54,31,115.24,2,0,1,0
5131,18,6,74.04,6,1,1,1
5132,20,11,166.67,9,0,1,1
5133,64,12,111.15,8,1,1,0
5134,41,66,183.17,0,1,1,0
5135,44,53,189.77,7,1,1,1
5136,57,36,63.42,0,0,1,1
5137,53,17,198.39,2,1,1,1
5138,51,28,159.4,3,1,1,0
5139,46,22,132.85,7,0,1,0
5140,41,7,114.53,0,1,1,0
5141,41,15,132.59,1,0,1,0
5142,59,11,105.45,4,0,0,1
5143,21,24,147.18,5,0,1,1
5144,20,67,73.02,4,0,1,0
5145,51,30,146.96,2,0,1,1
5146,74,70,98.55,9,0,1,0
5147,66,66,62.47,6,0,1,1
5148,40,61,137.38,0,0,1,1
5149,70,41,140.98,1,1,1,0
5150,73,51,119.72,8,0,1,0
5151,69,44,70.12,3,1,1,0
5152,40,13,185.07,7,0,1,0
5153,62,12,145.6,8,1,1,0
5154,22,9,76.2,6,0,1,0
5155,48,48,131.53,0,0,1,1
5156,70,49,129.62,4,1,1,1
5157,58,53,68.46,5,1,1,1
5158,74,56,144.96,7,1,1,0
5159,74,40,173.17,9,0,1,1
5160,71,24,164.86,7,1,1,0
5161,23,33,88.42,8,0,1,1
5162,54,23,180.72,8,0,1,0
5163,74,54,107.96,3,0,1,0
5164,27,53,192.51,5,0,1,0
5165,57,49,70.04,2,0,1,0
5166,24,49,128.07,0,1,1,0
5167,56,60,143.6,5,1,1,0
5168,55,65,94.67,0,0,1,0
5169,38,32,167.99,8,1,1,1
5170,37,21,147.77,5,1,1,0
5171,20,18,62.54,0,0,1,0
5172,68,60,145.17,2,0,1,0
5173,39,13,128.81,0,0,1,0
5174,64,24,87.44,1,0,1,0
5175,21,30,199.4,5,1,1,0
5176,45,2,185.6,6,0,1,1
5177,29,25,100.95,0,0,1,0
5178,55,50,135.75,9,0,1,0
5179,68,14,104.31,4,0,1,0
5180,53,6,168.57,5,0,1,0
5181,64,30,190.25,3,0,1,0
5182,58,30,110.24,5,1,1,0
5183,22,38,172.78,4,0,0,0
5184,30,58,129.78,6,0,1,0
5185,40,41,115.52,3,1,1,0
5186,67,57,191.38,0,0,1,0
5187,47,36,131.46,1,0,1,0
5188,54,64,125.44,5,0,1,1
5189,42,16,154.14,9,0,1,1
5190,65,14,96.57,1,0,1,0
5191,44,31,105.47,4,0,1,1
5192,68,66,190.49,3,0,0,0
5193,31,68,154.99,6,1,1,0
5194,74,65,175.73,3,0,1,0
5195,65,55,97.96,6,0,1,0
5196,64,40,136.13,7,1,1,1
5197,71,25,196.0,6,1,1,0
5198,53,25,104.62,1,1,1,0
5199,56,3,82.47,0,0,1,1
5200,33,69,131.52,4,0,1,1
5201,73,26,114.29,6,0,1,0
5202,39,40,82.34,0,1,0,0
5203,38,38,184.4,7,0,1,0
5204,71,38,198.7,2,1,1,1
5205,38,68,139.6,6,1,1,1
5206,25,7,168.45,2,1,1,0
5207,66,30,180.27,3,1,1,1
5208,33,19,158.14,7,0,1,0
5209,72,35,66.18,1,0,1,0
5210,48,33,82.07,5,0,1,0
5211,59,33,69.94,9,0,1,1
5212,27,38,61.38,8,0,1,0
5213,49,10,102.84,9,0,1,1
5214,51,57,114.93,8,1,1,0
5215,26,28,93.74,4,1,1,0
5216,34,38,69.04,2,1,1,0
5217,28,16,134.18,5,0,1,0
5218,49,21,98.26,8,0,1,1
5219,27,6,171.45,5,0,1,0
5220,39,41,61.13,3,0,1,0
5221,74,15,177.95,4,1,0,0
5222,34,3,193.67,6,0,0,1
5223,21,43,160.26,9,0,1,0
5224,65,47,162.71,2,0,1,0
5225,69,14,190.7,8,0,1,1
5226,64,66,89.27,0,1,1,0
5227,42,29,199.24,7,1,1,1
5228,38,4,168.29,4,1,1,0
5229,54,26,161.72,9,0,1,1
5230,55,12,110.55,8,1,1,0
5231,66,2,136.41,1,0,1,0
5232,18,17,151.55,0,1,1,0
5233,42,35,146.85,9,1,0,0
5234,68,10,158.7,6,0,1,0
5235,53,43,71.53,9,1,0,0
5236,34,21,109.79,8,0,1,1
5237,58,15,120.76,4,0,0,0
5238,41,35,96.49,3,0,1,1
5239,19,60,84.17,3,1,1,0
5240,57,44,79.45,7,1,1,1
5241,32,5,111.29,0,1,1,0
5242,49,18,129.08,0,0,1,0
5243,56,21,68.82,7,0,1,1
5244,23,51,192.5,1,1,1,0
5245,18,41,167.13,9,0,0,1
5246,64,24,162.32,5,0,1,1
5247,40,24,84.2,1,0,0,1
5248,56,38,144.53,4,0,1,0
5249,74,44,134.16,2,0,1,0
5250,34,57,197.55,6,0,1,1
5251,51,59,164.67,8,1,1,1
5252,58,34,140.61,1,1,1,1
5253,46,23,179.11,6,1,1,0
5254,26,43,81.71,7,0,1,1
5255,30,40,62.13,9,1,1,0
5256,23,47,156.63,7,0,0,1
5257,23,41,73.76,6,0,1,1
5258,37,47,76.16,3,0,1,1
5259,69,20,164.26,3,1,1,0
5260,70,65,97.87,9,0,0,0
5261,20,68,148.01,8,0,1,0
5262,34,24,188.44,9,0,1,0
5263,66,36,104.31,8,1,1,0
5264,29,45,90.4,4,1,1,1
5265,65,2,74.92,6,1,1,0
5266,64,28,78.26,6,0,0,0
5267,62,26,68.71,8,1,1,1
5268,72,23,72.27,6,1,1,0
5269,18,36,120.48,7,0,1,1
5270,34,6,104.92,6,1,1,0
5271,20,35,158.92,3,0,1,1
5272,43,38,181.83,1,0,1,0
5273,32,35,169.87,2,0,1,0
5274,53,53,134.29,6,0,1,1
5275,49,38,74.34,8,0,1,0
5276,49,59,159.37,1,1,1,1
5277,21,43,110.8,6,0,1,1
5278,35,4,71.99,3,0,1,1
5279,66,5,177.95,6,0,1,0
5280,36,68,107.35,4,0,1,1
5281,60,45,90.55,6,1,1,0
5282,69,25,182.0,5,0,1,1
5283,52,11,186.3,1,0,1,1
5284,57,29,107.46,6,1,1,1
5285,31,34,109.67,4,0,0,0
5286,50,14,141.15,8,1,1,1
5287,31,24,162.68,0,0,0,1
5288,51,59,68.84,0,1,1,0
5289,72,39,143.07,1,1,1,0
5290,21,26,193.39,7,1,1,0
5291,41,43,96.69,8,1,1,1
5292,46,36,187.24,6,1,1,0
5293,36,39,193.02,0,0,1,1
5294,23,61,97.68,6,0,1,0
5295,74,16,165.59,7,1,0,1
5296,50,59,93.43,6,0,1,0
5297,66,6,163.27,4,0,1,0
5298,57,56,171.64,6,0,1,0
5299,36,8,94.61,9,0,1,0
5300,70,27,160.22,1,1,1,1
5301,18,71,173.69,8,1,1,0
5302,22,27,110.2,1,0,1,0
5303,44,46,83.48,1,1,1,0
5304,33,41,72.88,4,1,1,0
5305,23,25,140.55,7,0,1,1
5306,57,18,196.93,5,0,1,0
5307,30,12,175.21,8,1,1,0
5308,65,51,121.02,5,0,1,0
5309,52,39,135.13,4,0,1,0
5310,36,10,99.13,0,0,1,0
5311,29,54,82.83,7,0,1,0
5312,33,29,127.49,2,1,0,0
5313,60,41,124.89,1,1,1,0
5314,27,9,133.07,6,0,1,0
5315,42,63,193.39,1,1,1,0
5316,37,37,144.55,0,0,1,0
5317,48,14,144.81,1,0,0,1
5318,21,39,77.92,5,1,1,0
5319,61,40,199.51,1,0,1,0
5320,40,54,168.2,0,1,1,0
5321,19,3,182.81,0,1,1,0
5322,73,55,118.0,3,0,1,0
5323,39,33,130.3,7,1,1,0
5324,68,71,133.09,5,0,1,0
5325,74,19,87.17,3,0,1,0
5326,54,34,156.53,5,1,1,0
5327,25,50,186.42,5,1,1,0
5328,24,47,82.92,8,0,0,1
5329,31,46,72.08,3,1,1,0
5330,73,56,163.35,5,0,1,1
5331,72,57,98.25,9,0,1,1
5332,20,51,147.34,0,1,1,0
5333,67,54,157.41,6,1,1,1
5334,33,28,105.07,6,0,0,1
5335,72,19,174.12,0,1,0,0
5336,36,27,137.0,7,1,0,0
5337,68,48,181.66,4,1,1,0
5338,35,19,166.86,8,1,1,0
5339,69,51,181.6,7,1,1,0
5340,33,7,62.82,2,0,1,1
5341,25,29,94.09,0,0,1,0
5342,50,43,72.6,2,1,1,0
5343,66,69,121.89,1,0,1,0
5344,29,58,184.59,1,0,0,0
5345,70,8,125.46,3,0,1,1
5346,28,42,178.96,1,0,1,0
5347,22,42,105.8,7,1,1,0
5348,44,13,107.54,4,0,0,0
5349,29,26,185.38,0,0,1,0
5350,34,18,119.61,5,1,1,0
5351,23,42,170.57,6,1,1,0
5352,50,51,93.13,0,0,1,1
5353,22,16,192.83,2,0,1,0
5354,74,3,140.44,8,1,1,0
5355,45,45,166.31,6,1,1,0
5356,31,22,72.53,3,0,1,1
5357,22,23,128.97,5,0,1,0
5358,71,59,186.15,5,0,1,1
5359,73,62,182.79,2,0,1,0
5360,50,68,66.55,1,0,1,0
5361,67,54,102.52,4,1,1,0
5362,65,57,122.06,7,0,1,1
5363,58,23,84.12,2,1,1,0
5364,36,60,162.2,4,0,1,0
5365,39,55,85.83,2,0,1,0
5366,22,63,108.53,6,0,1,1
5367,19,56,152.86,5,0,1,1
5368,47,55,127.49,5,0,1,0
5369,64,25,163.4,0,1,0,0
5370,56,26,194.57,1,1,1,0
5371,21,49,76.32,5,1,1,0
5372,50,63,159.34,7,1,1,0
5373,30,45,92.25,4,0,1,1
5374,37,39,118.03,1,1,1,0
5375,71,65,64.6,4,1,1,1
5376,24,69,79.03,8,0,1,1
5377,32,56,104.77,5,1,1,1
5378,40,9,107.88,4,0,1,0
5379,31,70,185.94,9,0,1,0
5380,40,28,163.85,5,0,1,1
5381,36,45,196.11,8,1,1,0
5382,71,26,143.87,6,1,1,0
5383,46,28,93.84,9,1,1,0
5384,73,40,105.87,2,0,1,0
5385,37,15,104.78,9,0,1,1
5386,46,6,105.71,9,1,1,1
5387,41,27,154.21,4,0,1,1
5388,35,38,134.31,3,0,1,0
5389,27,68,113.96,4,0,1,0
5390,58,64,80.87,7,0,1,0
5391,74,30,63.1,5,1,1,0
5392,25,3,90.64,3,1,1,0
5393,43,62,75.05,4,0,1,0
5394,46,12,169.96,6,0,1,0
5395,27,30,75.75,7,0,1,0
5396,34,38,161.39,4,0,0,0
5397,19,60,113.99,1,1,0,0
5398,23,38,70.27,5,0,1,0
5399,22,15,173.78,8,0,1,1
5400,45,18,141.15,2,0,1,0
5401,58,52,93.01,6,0,1,0
5402,22,29,185.26,7,1,1,1
5403,35,60,66.34,5,0,1,0
5404,43,21,88.25,2,0,1,1
5405,37,17,165.29,0,0,1,0
5406,58,18,159.31,2,1,1,0
5407,66,57,100.5,5,1,1,0
5408,44,37,68.68,3,0,1,0
5409,66,60,180.13,0,1,1,0
5410,29,38,103.92,5,1,0,1
5411,24,12,87.4,0,0,1,0
5412,20,1,132.25,7,1,1,1
5413,27,58,187.43,2,0,0,1
5414,51,3,66.1,2,1,1,0
5415,42,63,167.21,0,0,1,0
5416,52,21,140.15,2,0,1,0
5417,33,23,119.56,6,1,1,0
5418,19,9,164.17,9,0,1,0
5419,41,55,195.22,7,0,1,1
5420,27,19,92.09,7,1,1,0
5421,55,62,80.11,2,1,0,0
5422,39,39,187.8,4,1,1,0
5423,43,27,153.65,0,0,1,0
5424,60,46,121.32,8,0,1,0
5425,72,34,140.26,7,0,1,0
5426,56,33,164.39,9,0,1,0
5427,44,50,168.22,1,0,0,0
5428,46,20,188.79,9,0,1,1
5429,64,40,119.76,0,0,1,0
5430,55,58,101.08,3,0,1,1
5431,37,31,149.55,8,0,1,0
5432,44,38,118.2,7,1,1,1
5433,58,45,143.24,2,0,1,0
5434,71,41,118.8,9,0,1,0
5435,37,9,81.42,5,0,1,1
5436,61,9,125.72,8,0,1,1
5437,36,63,156.73,9,0,1,1
5438,37,22,171.9,7,0,0,1
5439,52,16,129.07,9,1,1,0
5440,64,32,83.13,4,0,1,0
5441,19,66,118.06,8,0,1,1
5442,47,14,170.08,8,0,1,0
5443,70,38,117.8,2,0,1,0
5444,51,8,157.51,7,0,1,0
5445,39,21,131.01,3,1,0,0
5446,20,56,93.77,9,0,0,1
5447,23,46,171.46,6,1,1,1
5448,32,43,71.79,9,0,1,0
5449,44,46,133.48,7,1,1,1
5450,27,48,89.24,6,0,1,1
5451,26,70,69.39,4,0,1,0
5452,50,31,130.41,0,0,1,0
5453,49,33,129.94,7,0,1,1
5454,65,44,158.97,4,1,0,1
5455,23,71,164.27,2,0,1,0
5456,58,8,161.89,1,1,1,0
5457,53,2,117.34,2,0,1,0
5458,19,17,148.44,8,0,0,1
5459,46,52,140.77,1,1,1,1
5460,21,45,119.02,9,0,0,1
5461,18,37,143.61,0,1,0,0
5462,36,42,192.61,1,0,1,0
5463,43,44,87.01,1,0,1,0
5464,42,38,186.81,4,0,1,0
5465,27,6,67.48,0,1,0,0
5466,70,68,103.17,9,0,0,1
5467,32,51,100.34,7,1,1,0
5468,39,35,147.69,1,1,1,0
5469,68,58,78.37,5,1,1,0
5470,65,57,183.53,4,1,1,0
5471,38,6,176.0,1,1,1,0
5472,73,13,151.29,9,0,1,1
5473,39,59,124.18,0,1,1,1
5474,53,30,190.61,5,1,1,0
5475,51,2,176.3,5,0,0,0
5476,47,58,129.9,2,0,1,0
5477,42,36,158.26,7,0,1,0
5478,62,45,139.37,8,0,1,1
5479,45,9,142.31,2,0,0,0
5480,18,65,106.34,8,1,1,0
5481,66,50,124.69,7,1,1,0
5482,62,32,70.94,4,1,1,0
5483,21,43,110.03,5,0,1,1
5484,24,54,157.42,0,0,0,0
5485,66,47,193.45,4,1,1,0
5486,26,14,194.83,9,1,1,1
5487,53,48,137.8,9,1,1,1
5488,36,55,144.93,6,1,1,1
5489,18,29,86.0,0,1,0,0
5490,27,47,157.34,9,1,1,0
5491,53,63,69.89,8,0,1,1
5492,26,19,99.86,6,0,0,1
5493,62,9,153.57,3,0,1,0
5494,63,37,103.44,3,1,1,1
5495,59,52,66.98,9,1,1,0
5496,49,57,176.46,6,0,1,1
5497,49,28,103.45,5,0,1,1
5498,23,36,68.83,2,0,1,0
5499,65,64,70.47,8,1,1,1
5500,55,18,95.25,5,0,1,0
5501,34,35,84.92,1,0,1,0
5502,27,68,168.4,9,0,1,0
5503,67,39,105.04,1,1,0,1
5504,44,8,172.66,0,0,1,1
5505,71,15,84.34,4,0,1,1
5506,67,7,129.0,9,0,1,0
5507,52,17,156.33,5,1,1,0
5508,69,64,151.28,2,0,1,0
5509,38,12,144.16,3,0,1,0
5510,42,56,189.48,4,0,1,0
5511,45,46,91.99,3,0,1,0
5512,64,47,129.12,8,1,1,1
5513,32,16,183.76,2,0,1,1
5514,21,69,70.91,4,0,1,0
5515,46,2,67.82,6,1,1,0
5516,26,54,92.66,6,1,1,0
5517,44,27,148.62,5,0,1,1
5518,43,31,96.38,8,0,1,0
5519,36,41,86.63,6,1,1,1
5520,73,36,124.23,3,0,1,1
5521,45,47,145.9,9,1,1,1
